Unnamed: 0,title,ingredients,instructions,image_url,url,ingredients_clear,new_clear
378,Фруктовый салат в ананасе,"1 ананас
-1–2 банана
-1 апельсин
-1–2 киви
-1 яблоко
-орешки (кедровые
-грецкие
-арахис и т.д.)
-сахарная пудра или йогурт","Ананас разрезать вдоль на 2 части.
Вырезать мякоть.
Удалить жесткую сердцевину.
Мякоть нарезать кубиками.
Банан нарезать кубиками.
Киви нарезать кубиками.
Апельсин почистить.
Удалить пленочки.
Нарезать небольшими кусочками.
Яблоко нарезать кубиками.
Аккуратно перемешать ананасы, бананы, киви, апельсин, яблоко, орешки (крупные орешки, такие как арахис, грецкие, надо измельчить).
Заправить сахарной пудрой или йогуртом.
Также можно заправить ликером или вином.
Выложить салат в половинки ананаса.
Приятного аппетита!",https://ist.say7.info/img0005/13/513_01426jk_9061_6hi.jpg,https://www.say7.info/cook/recipe/513.html,"['апельсин', 'кедровый', 'грецкий', 'яблоко', 'арахис', 'киви', 'йогурт', 'банан', 'или', 'орешек', 'пудра', 'ананас', 'сахарный']","['орешек', 'яблоко', 'ананас', 'киви', 'грецкий', 'арахис', 'или', 'йогурт', 'пудра', 'апельсин', 'банан', 'кедровый', 'сахарный']"
379,Салат с куриным филе и огурцами в апельсине,"3–4 апельсина
-300 г куриного филе
-200 г огурцов
-соль
-майонез","Филе отварить до готовности (варить около 20 минут после закипания).
Остудить.
Мелко нарезать.
Апельсины вымыть.
Специальным или обычным ножом сделать зигзагообразные надрезы по кругу.
Разделить на две части.
Мякоть вынуть.
Нарезать мякоть (пленочки удалить) небольшими кусочками (в салат можно использовать только часть мякоти).
Огурцы нарезать кубиками.
Смешать филе, апельсины, огурцы.
Посолить.
Заправить майонезом.
Выложить салат в половинки апельсинов.
Приятного аппетита!",https://ist.say7.info/img0005/14/514_0173ki9_1229_6hi.jpg,https://www.say7.info/cook/recipe/514.html,"['апельсин', 'куриный', 'огурец', 'филе', 'майонез']","['куриный', 'филе', 'апельсин', 'майонез', 'огурец']"
380,Салат «Новогодний»,"300 г филе индейки (или куриного)
-5 яиц
-150 г чернослива
-100 г грецких орехов
-100 г сыра
-майонез
-соль","Филе отварить до готовности (филе индейки варить около 35 минут после закипания, куриное филе варить 20 минут после закипания).
Остудить.
Филе мелко нарезать.
Чернослив мелко нарезать.
Орехи измельчить в блендере (или порубить ножом).
Отделить белки от желтков.
Белки натереть на мелкой терке.
Желтки натереть на мелкой терке.
Сыр натереть на мелкой терке.
На дно тарелки (я использовала тарелку диаметром 23 см) выложить филе.
Посолить.
Смазать майонезом.
На филе выложить желтки.
Смазать тонким слоем майонеза.
На желтки выложить чернослив.
Немного смазать майонезом.
На чернослив выложить сыр.
Немного смазать майонезом.
На сыр выложить орехи.
Немного смазать майонезом.
На орехи выложить белки.
Украсить салат по вкусу.
Я сделала циферблат из тонко нарезанной морковки.
Приятного аппетита!",https://ist.say7.info/img0005/15/515_0169oed_7535_6hi.jpg,https://www.say7.info/cook/recipe/515.html,"['грецкий', 'куриный', 'орех', 'яйцо', 'филе', 'майонез', 'сыр', 'или', 'индейка', 'чернослив']","['яйцо', 'индейка', 'орех', 'или', 'куриный', 'грецкий', 'сыр', 'филе', 'майонез', 'чернослив']"
381,Филе индейки под клюквенным соусом,"500 г филе индейки (или куриного)
-растительное масло
-соль
-перец
-150 г клюквы
-1 ст.л. меда
-1 апельсин","С апельсина снять цедру (специальным ножом, или натереть на терке).
Выжать сок (всего необходимо 50 мл).
Филе нарезать небольшими кусочками.
Жарить на растительном масле в течение 15–20 минут, периодически помешивая.
Посолить, поперчить.
Приготовить соус.
В кастрюльку положить клюкву.
Добавить мед и апельсиновый сок.
Варить на небольшом огне в течение 15 минут.
Добавить цедру.
Варить в течение 5 минут.
Соус взбить в блендере.
Приятного аппетита!",https://ist.say7.info/img0005/16/516_0153luh_6925_6hi.jpg,https://www.say7.info/cook/recipe/516.html,"['апельсин', 'куриный', 'мёд', 'филе', 'клюква', 'масло', 'или', 'растительный', 'индейка']","['индейка', 'растительный', 'клюква', 'мёд', 'или', 'куриный', 'филе', 'масло', 'апельсин']"
382,Пирог с брусникой,"200 г брусники (или клюквы
-смородины
-вишни и т.д.)
-100 г сливочного масла
-150 г сахара
-2 ч.л. ванильного сахара
-2 яйца
-300–350 г муки
-5 г разрыхлителя
-200 г сметаны (15–20%)
-100–150 г сахара","Бруснику помыть.
Дать стечь воде.
Масло растереть с сахаром и ванильным сахаром.
Добавить яйца.
Перемешать.
Добавить разрыхлитель и муку.
Замесить не очень крутое тесто.
Тесто выложить в смазанную маслом форму (у меня форма диаметром 27 см и высотой 3 см).
Сделать бортики.
Бруснику выложить на тесто.
Разровнять.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 35–40 минут.
Сметану перемешать с сахаром.
Пирог вынуть из духовки.
Горячий пирог залить кремом.
Желательно дать пирогу постоять в холодильнике 3–4 часа.
Приятного аппетита!",https://ist.say7.info/img0005/17/517_01358q2_8314_6hi.jpg,https://www.say7.info/cook/recipe/517.html,"['ванильный', 'сливочный', 'вишня', 'брусника', 'смородина', 'яйцо', 'мука', 'сметана', 'клюква', 'масло', 'или', 'разрыхлитель', 'сахар']","['яйцо', 'клюква', 'сахар', 'брусника', 'или', 'разрыхлитель', 'вишня', 'масло', 'мука', 'сметана', 'смородина', 'сливочный', 'ванильный']"
383,"Утка, фаршированная грибами и картофелем","утка (весом около 2 кг)
-300 г шампиньонов
-500 г картофеля
-150 г лука
-соль
-перец
-растительное масло","Лук мелко нарезать.
Грибы почистить.
Нарезать небольшими кусочками.
Картофель почистить.
Нарезать небольшими кубиками.
Обжарить лук на растительном масле.
Добавить грибы.
Посолить.
Жарить в течение 5 минут.
Добавить картофель.
Посолить, поперчить.
Жарить в течение 10 минут.
Нафаршировать утку грибами и картофелем.
Посолить, поперчить.
Зашить или заколоть зубочистками.
Утку положить в рукав для запекания.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 1.5–2 часов.
Приятного аппетита!",https://ist.say7.info/img0005/18/518_0190zdb_9563_6hi.jpg,https://www.say7.info/cook/recipe/518.html,"['вес', 'лука', 'утка', 'шампиньон', 'около', 'масло', 'растительный', 'картофель']","['растительный', 'шампиньон', 'утка', 'лука', 'масло', 'картофель', 'около', 'вес']"
384,Лодочки из авокадо,"3 спелых авокадо
-100 г креветок (отваренных и почищенных)
-10–12 помидорок черри (или 2–3 обычных помидора)
-сок половины лимона
-растительное масло
-соль","Авокадо разрезать вдоль на две части.
Косточку вынуть.
При помощи чайной ложки вынуть мякоть, не повредив шкурку.
Мякоть нарезать кубиками.
Добавить лимонный сок.
Перемешать.
Помидоры черри разрезать на две или четыре части (обычные помидоры нарезать кубиками).
Креветки нарезать небольшими кусочками.
Смешать мякоть авокадо, креветки, помидоры.
Немного посолить.
Заправить растительным маслом.
Наполнить шкурки авокадо салатом.
Приятного аппетита!",https://ist.say7.info/img0005/19/519_0137fh0_5325_6hi.jpg,https://www.say7.info/cook/recipe/519.html,"['половина', 'креветка', 'обычный', 'лимон', 'сок', 'помидор', 'авокадо', 'спелый', 'почистить', 'масло', 'отварить', 'или', 'растительный', 'черри', 'помидорка']","['креветка', 'помидорка', 'обычный', 'помидор', 'или', 'сок', 'растительный', 'лимон', 'авокадо', 'масло', 'почистить', 'половина', 'черри', 'отварить', 'спелый']"
385,Сахарная глазурь,"500 г сахарной пудры
-50 мл сиропа (лучше всего лимонного)
-пищевые красители (по желанию)","Смешать пудру и сироп.
Поставить на небольшой огонь.
Варить, при помешивании, в течение 5–7 минут.
В готовую глазурь можно добавить пищевые красители.
Приятного аппетита!",https://ist.say7.info/img0005/20/520_0146i3j_6748_6hi.jpg,https://www.say7.info/cook/recipe/520.html,"['хороший', 'лимонный', 'по', 'краситель', 'сироп', 'пищевой', 'весь', 'сахарный', 'желание', 'пудра']","['лимонный', 'хороший', 'весь', 'краситель', 'пудра', 'по', 'сироп', 'пищевой', 'сахарный', 'желание']"
386,Медовые прянички в сахарной глазури,"100 г сахара
-100 г меда
-150 г сливочного масла
-2 яйца
-400–450 г муки
-2 ч.л. разрыхлителя
-сахарная глазурь","Смешать мед, сахар, масло.
Поставить на огонь.
Довести до кипения (не кипятить).
Убрать с огня.
Остудить.
В массу добавить яйца.
Перемешать.
Добавить разрыхлитель и муку.
Замесить тесто.
Тесто раскатать толщиной 1 см.
При помощи формочки вырезать кружочки.
Противень смазать маслом или застелить бумагой для выпечки.
Выложить прянички.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Приготовить глазурь по этому рецепту:
сахарная глазурь
.
В горячую глазурь обмакнуть готовые прянички.
Выложить прянички на решетку или на тарелку.
Дать глазури высохнуть.
Приятного аппетита!",https://ist.say7.info/img0005/21/521_0155945_6729_6hi.jpg,https://www.say7.info/cook/recipe/521.html,"['сливочный', 'мёд', 'глазурь', 'яйцо', 'мука', 'масло', 'разрыхлитель', 'сахарный', 'сахар']","['яйцо', 'сахар', 'мёд', 'разрыхлитель', 'масло', 'мука', 'глазурь', 'сливочный', 'сахарный']"
387,Салат «Романтика»,"200 г ветчины (или балыка
-карбоната
-окорока)
-8–10 помидор черри (или 2 обычных помидора)
-200 г огурцов
-8–10 шт. редиса
-лук порей или репчатый
-зелень
-4 ст.л. растительного масла
-1 ст.л. уксуса 6%
-1–2 зубчика чеснока
-соль
-перец","Мясо нарезать соломкой.
Помидоры черри разрезать на 4 части (обычные помидоры нарезать кубиками).
Огурцы нарезать соломкой.
Редис тонко нарезать.
Лук порей нарезать тонкими полукольцами (репчатый мелко нарезать, залить кипятком, оставить на 10 минут, затем воду слить).
Зелень мелко нарезать.
Для заправки смешать масло, уксус, добавить выдавленный через чеснокодавку чеснок.
Посолить, поперчить.
Смешать мясо, помидоры, огурцы, редис, лук, зелень.
Добавить заправку.
Перемешать.
Приятного аппетита!",https://ist.say7.info/img0005/22/522_0186bjp_3410_6hi.jpg,https://www.say7.info/cook/recipe/522.html,"['ветчина', 'репчатый', 'огурец', 'помидор', 'чеснок', 'зубчик', 'масло', 'порей', 'или', 'карбонат', 'лук', 'уксус', 'окорок', 'шт', 'зелень', 'черри', 'обычный', 'редис', 'балык', 'растительный']","['зубчик', 'или', 'репчатый', 'уксус', 'чеснок', 'огурец', 'ветчина', 'обычный', 'зелень', 'окорок', 'шт', 'редис', 'помидор', 'растительный', 'порей', 'масло', 'карбонат', 'лук', 'балык', 'черри']"
388,"Курица, фаршированная рисом и сухофруктами","курица (весом 1.5 — 2 кг)
-200 г отварного риса
-100 г кураги
-100 г чернослива
-соль
-перец","Курагу нарезать кубиками.
Чернослив нарезать кубиками.
Смешать рис, курагу, чернослив.
Немного посолить.
Нафаршировать курицу рисом с сухофруктами.
Скрепить зубочистками.
Посолить, поперчить.
Курицу положить в рукав для запекания, или просто на противень.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 60–80 минут.
Приятного аппетита!",https://ist.say7.info/img0005/23/523_01559i3_9497_6hi.jpg,https://www.say7.info/cook/recipe/523.html,"['рис', 'вес', 'курица', 'отварный', 'курага', 'чернослив']","['вес', 'отварный', 'рис', 'чернослив', 'курага', 'курица']"
389,Фаршированные яйца «Крысята»,"3 яйца
-50 г сыра (твердого)
-1–2 зубчика чеснока
-майонез
-листья зеленого салата
-редис (или огурец
-морковь)
-гвоздика (или черный перец горошком)
-красный перец горошком
-веточки укропа или петрушки
-хвостики от редиса или свеклы (или веточки зелени)","Яйца разрезать вдоль на две части.
Желток удалить.
Желтки измельчить.
Сыр натереть на мелкой терке.
Смешать сыр и желтки.
Добавить выдавленный через чеснокодавку чеснок.
Перемешать.
Заправить майонезом.
Яйца нафаршировать сырной массой.
Перевернуть нафаршированную половинку яйца.
Выложить на лист салата (чтобы начинка не выпала).
Сделать из гвоздики глазки.
Сделать два надреза.
Вставить в них тонко нарезанный редис (морковь, огурец).
Из красного перца сделать нос (можно «приклеить» его на капельку майонеза).
Из веточек укропа (петрушки) сделать усики.
Сделать хвостик из хвостика редиса или свеклы.
Подавать на листьях салата.
Приятного аппетита!",https://ist.say7.info/img0005/24/524_0178ooq_0082_6hi.jpg,https://www.say7.info/cook/recipe/524.html,"['гвоздик', 'огурец', 'яйцо', 'чеснок', 'зубчик', 'или', 'твёрдый', 'салат', 'лист', 'горошек', 'морковь', 'сыр', 'хвостик', 'зелёный', 'петрушка', 'майонез', 'зелень', 'красный', 'свёкла', 'редис', 'веточка', 'укроп']","['зубчик', 'или', 'хвостик', 'гвоздик', 'салат', 'зелёный', 'чеснок', 'лист', 'майонез', 'огурец', 'твёрдый', 'яйцо', 'зелень', 'петрушка', 'свёкла', 'сыр', 'веточка', 'укроп', 'редис', 'горошек', 'морковь', 'красный']"
390,Бисквитное пирожное с апельсиновым суфле,"3 яйца
-150 г сахара
-150–200 г муки
-20 г желатина
-200–250 мл апельсинового сока (из 4–5 апельсинов)
-500 мл сливок 33–35%
-150 г сахара","Готовим бисквит
Яйца взбить с сахаром.
Добавить муку.
Аккуратно перемешать.
Форму для выпечки (у меня форма 20×30 см и высотой 5 см) смазать маслом или застелить бумагой для выпечки.
Вылить тесто.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 30–35 минут.
Готовый бисквит можно пропитать сиропом или соком.
Готовим суфле
Желатин замочить в 150 мл холодной кипяченой воды.
Оставить на то время, которое указано на упаковке.
Желатин довести до кипения, но не кипятить.
Немного остудить.
Сливки взбить с сахаром.
Добавить в сливки сок.
Перемешать.
Добавить желатин.
Перемешать.
Суфле выложить на бисквит (бисквит из формы не вынимать).
Разровнять.
Поставить в холодильник на 7–8 часов.
Затем разрезать на кубики или прямоугольники.
При помощи трафарета готовое суфле можно украсить молотой корицей или какао.
Приятного аппетита!",https://ist.say7.info/img0005/25/525_0186u4w_8590_6hi.jpg,https://www.say7.info/cook/recipe/525.html,"['апельсин', 'из', 'сливка', 'апельсиновый', 'сок', 'яйцо', 'мука', 'сахар']","['яйцо', 'сахар', 'сок', 'апельсиновый', 'мука', 'апельсин', 'из', 'сливка']"
391,"Салат с сухариками, куриным филе, сыром и кукурузой","300 г куриного филе
-200 г батона
-200 г сыра (твердого)
-1 баночка кукурузы (380 г)
-майонез
-соль
-растительное масло","Куриное филе отварить до готовности (варить 20–25 минут после закипания).
Остудить.
Мелко нарезать.
Батон нарезать кубиками.
Обжарить батон на растительном масле до золотистого цвета.
Сыр нарезать кубиками.
Смешать филе, сыр, кукурузу, сухарики (сухарики рекомендую добавлять перед подачей на стол, чтобы они оставались хрустящими).
Немного посолить.
Заправить майонезом.
Приятного аппетита!",https://ist.say7.info/img0005/26/526_0161xw5_7822_6hi.jpg,https://www.say7.info/cook/recipe/526.html,"['твёрдый', 'куриный', 'кукуруза', 'филе', 'майонез', 'сыр', 'батон', 'масло', 'растительный']","['растительный', 'куриный', 'сыр', 'филе', 'батон', 'масло', 'майонез', 'твёрдый', 'кукуруза']"
392,Суп-пюре с шампиньонами и картофелем,"300 г шампиньонов
-600 г картофеля
-200 г лука
-500 мл сливок (15–20%)
-соль
-перец
-растительное масло","Картофель почистить.
Нарезать не сильно мелко.
Залить водой так, чтобы она только покрывала картофель.
Посолить.
Отварить до готовности.
После того как картофель сварится, слить воду.
Картофель потолочь.
Лук мелко нарезать.
Грибы нарезать.
Обжарить лук на растительном масле.
Добавить грибы.
Немного посолить.
Жарить до тех пор, пока не испарится вся жидкость.
Измельчить в блендере грибы с луком.
Добавить грибы к картофелю.
Влить сливки.
Немного посолить, поперчить.
Измельчить блендером.
Довести до кипения, но не кипятить (при разогреве также доводить до кипения, но не кипятить).
При подаче посыпать зеленью.
Приятного аппетита!",https://ist.say7.info/img0005/27/527_0124nwe_0077_6hi.jpg,https://www.say7.info/cook/recipe/527.html,"['сливка', 'лука', 'шампиньон', 'масло', 'растительный', 'картофель']","['растительный', 'шампиньон', 'лука', 'масло', 'картофель', 'сливка']"
393,"Салат с квашеной капустой, ветчиной и яблоком","200 г квашеной капусты
-200 г ветчины
-1 баночка зеленого горошка (380 г)
-200 г яблок
-лук порей (или 1 луковица)
-растительное масло","Лук порей нарезать полукольцами (репчатый мелко нарезать).
Ветчину нарезать кубиками.
Яблоко нарезать кубиками.
Смешать капусту, ветчину, лук, яблоко, горошек (воду слить).
Заправить маслом.
Перемешать.
Приятного аппетита!",https://ist.say7.info/img0005/28/528_01886lm_4068_6hi.jpg,https://www.say7.info/cook/recipe/528.html,"['ветчина', 'зелёный', 'яблоко', 'капуста', 'горошек', 'квашеный', 'лук', 'масло', 'порей', 'или', 'растительный', 'луковица']","['растительный', 'зелёный', 'горошек', 'яблоко', 'капуста', 'или', 'порей', 'масло', 'лук', 'ветчина', 'луковица', 'квашеный']"
394,Пирожное «Валентинки»,"2 яйца+желток
-150 г сахара
-150 г муки
-1 белок
-50 г сахара
-джем (клубничный
-малиновый
-вишневый)","Готовим бисквит
2 яйца и желток взбить с сахаром.
Добавить муку.
Аккуратно перемешать.
Форму для выпечки (у меня форма размером 20×30 см) смазать маслом или застелить бумагой для выпечки.
Выложить тесто.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 15–20 минут.
Готовим безе
Белки взбить со щепоткой соли в пену.
Добавить сахар.
Взбить до устойчивых пиков.
На бумаге для выпечки нарисовать сердечки (при помощи фрмочки или трафарета).
Белковую массу переложить в кулинарный шприц (если шприца нет, можно массу выложить в полиэтиленовый пакетик и отрезать уголок).
Аккуратно «обрисовать» сердечки.
Поставить в духовку.
Сушить при температуре 100 градусов в течение 45–50 минут.
Из остывшего бисквита, при помощи той же формочки (или трафарета) вырезать сердечки.
При желании, можно сердечки разрезать по горизонтали и пропитать (сиропом, вареньем, кремом).
Смазать джемом.
Накрыть сердечком-безе.
Приятного аппетита!",https://ist.say7.info/img0005/29/529_0193o6n_8437_6hi.jpg,https://www.say7.info/cook/recipe/529.html,"['клубничный', 'сахар', 'мука', 'вишнёвый', 'яйцажелток', 'малиновый', 'джема', 'белок']","['сахар', 'яйцажелток', 'вишнёвый', 'мука', 'джема', 'клубничный', 'малиновый', 'белок']"
395,Суп с клецками,"600–700 г филе говядины (свинины
-курицы)
-500 г картофеля
-350 г болгарского перца
-200 г лука
-200 г моркови
-лавровый лист
-растительное масло
-соль
-5–6 горошин перца
-1 яйцо
-50 мл молока
-мука (около 5 столовых ложек с верхом)","Мясо нарезать кубиками.
Варить в течение 1 часа, периодически убирая накипь.
Лук мелко нарезать.
Морковь натереть на средней терке.
Перец очистить от семян.
Нарезать соломкой.
Картофель нарезать кубиками или брусочками.
Лук обжарить на растительном масле.
Добавить морковь.
Обжарить.
Яйцо немного взбить.
Добавить молоко.
Перемешать.
Добавить муку.
Немного посолить.
Перемешать.
Тесто на клецки должно быть не жидким, но и не густым.
В бульон добавить картофель.
Посолить.
Следом добавить перец.
Варить в течение 5 минут.
Добавить лук и морковь.
Довести до кипения.
Чайной ложечкой набирать тесто, опускать в кипящий бульон.
Клецки при варке разбухнут, поэтому сильно большими их делать не надо.
Я набираю ½ ч.л. теста.
Добавить перец, лавровый лист.
Варить в течение 5–7 минут.
При необходимости досолить.
Приятного аппетита!",https://ist.say7.info/img0005/30/530_01661ab_3188_6hi.jpg,https://www.say7.info/cook/recipe/530.html,"['лука', 'ложка', 'яйцо', 'масло', 'столовый', 'лист', 'перец', 'свинин', 'филе', 'морковь', 'с', 'картофель', 'молоко', 'курица', 'около', 'болгарский', 'говядина', 'горошина', 'лавровый', 'мука', 'растительный', 'верхом']","['картофель', 'свинин', 'лавровый', 'около', 'верхом', 'с', 'перец', 'лист', 'горошина', 'молоко', 'ложка', 'курица', 'яйцо', 'филе', 'мука', 'болгарский', 'растительный', 'говядина', 'морковь', 'лука', 'масло', 'столовый']"
396,Желе «Мозаика»,"500 г сливок (33–35%)
-100 г сахара
-5 пакетиков разноцветного желе (полуфабрикат)
-15 г желатина","Желе приготовить так, как написано на упаковке.
Каждый цвет вылить в разные формочки слоем 0.5 — 1 см.
Поставить в холодильник, чтобы желе хорошо застыло (на это уходит 3–4 часа).
Готовое желе нарезать кубиками.
Желатин залить 150 мл холодной кипяченой воды.
Оставить на то время, которое указано на упаковке.
Желатин довести до кипения, но не кипятить.
Немного остудить.
Сливки взбить с сахаром.
В сливки добавить желатин.
Перемешать.
Добавить кубики желе.
Перемешать.
Выложить в формочки.
Поставить в холодильник на 3–4 часа.
Приятного аппетита!",https://ist.say7.info/img0005/31/531_0159ls9_4392_6hi.jpg,https://www.say7.info/cook/recipe/531.html,"['сливка', 'пакетик', 'разноцветный', 'желе', 'полуфабрикат', 'сахар']","['сахар', 'полуфабрикат', 'сливка', 'пакетик', 'желе', 'разноцветный']"
397,Желе «День святого Валентина»,"100 мл вишневого компота (или клубничного
-малинового)
-500 мл сливок 10%
-70–80 г сахара
-4 ч.л. желатина","1 ч.л. (с горкой) желатина залить 50 мл холодной кипяченой воды.
Оставить на то время, которое указано на упаковке.
Довести до кипения, но не кипятить.
Желатин добавить в компот.
Перемешать.
Вылить в маленькую формочку.
Поставить в холодильник на 3–4 часа.
Маленькое сердечко достать из формочки (чтобы легче было достать, надо формочку опустить в горячую воду на несколько секунд).
Положить в середину большой формочки.
3 ч.л. (с горкой) желатина залить 100 мл холодной кипяченой воды.
Оставить на то время, которое указано на упаковке.
В сливки добавить сахар.
Довести до кипения, но не кипятить.
В горячие сливки добавить желатин.
Перемешать.
В формочку налить сливки слоем 1–2 см.
Поставить в холодильник на 20 минут (это делается для того, чтобы «закрепить» маленькое сердечко, чтобы оно не плавало в сливках).
Затем вылить оставшиеся сливки.
Поставить в холодильник на 5–6 часов.
Приятного аппетита!",https://ist.say7.info/img0005/32/532_0190bdm_9449_6hi.jpg,https://www.say7.info/cook/recipe/532.html,"['сливка', 'сахар', 'вишнёвый', 'малиновый', 'компот', 'или', 'клубничный']","['сахар', 'или', 'компот', 'вишнёвый', 'сливка', 'клубничный', 'малиновый']"
398,"Свинина с картофелем и стручковой фасолью, тушенные в горшочке","500 г свинины (или говядины
-курицы)
-500 г картофеля
-400 г стручковой фасоли (замороженной)
-150 г лука
-растительное масло
-соль
-перец","Лук нарезать соломкой.
Мясо нарезать соломкой.
Картофель почистить.
Нарезать брусочками.
Горшочки немного смазать маслом.
Выложить мясо.
Посолить, поперчить.
На мясо выложить размороженную стручковую фасоль (отваривать фасоль не надо).
На фасоль выложить лук.
На лук выложить картофель.
Посолить, поперчить.
Я не добавляла ни воду, ни бульон.
Если вы хотите сделать это блюдо пожиже, то можно добавить.
Закрыть горшочки крышечками.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 50–55 минут.
Приятного аппетита!",https://ist.say7.info/img0005/33/533_0172m27_3336_6hi.jpg,https://www.say7.info/cook/recipe/533.html,"['фасоль', 'стручковый', 'лука', 'курица', 'свинин', 'масло', 'или', 'растительный', 'говядина', 'заморозить', 'картофель']","['растительный', 'стручковый', 'или', 'говядина', 'фасоль', 'лука', 'масло', 'картофель', 'свинин', 'заморозить', 'курица']"
399,Суп с рыбными консервами,"500 г рыбных консервов (горбуша
-сайра и т.д.)
-700 г картофеля
-200 г лука
-200 г моркови
-3–4 лавровых листа
-соль
-перец","Лук мелко нарезать.
Морковь натереть на средней терке.
Рыбу размять вилкой (сок не сливать).
Картофель почистить.
Нарезать кубиками или брусочками.
В кипящую воду положить картофель.
Посолить.
Варить в течение 5 минут.
Добавить лук.
Добавить морковь.
Варить в течение 5–7 минут.
Можно лук и морковь предварительно обжарить.
Добавить лавровый лист.
Поперчить.
Добавить рыбу.
Варить до готовности картофеля.
Если необходимо, досолить.
Приятного аппетита!",https://ist.say7.info/img0005/34/534_0181oh0_4811_6hi.jpg,https://www.say7.info/cook/recipe/534.html,"['консервы', 'лука', 'лист', 'сайра', 'рыбный', 'горбуша', 'лавров', 'морковь', 'картофель']","['лавров', 'рыбный', 'сайра', 'морковь', 'лука', 'горбуша', 'картофель', 'лист', 'консервы']"
400,Кекс «Три желания»,"150 г сливочного масла
-150 г сахара
-4 яйца
-30 г мака
-50 г орехов (любых
-по вкусу)
-50 г шоколада
-2 ч.л. разрыхлителя
-250–300 г муки","Шоколад нарезать кубиками (примерно 0.5 на 0.5 см).
Орехи измельчить.
Масло растереть с сахаром.
Добавить яйца.
Перемешать.
Добавить разрыхлитель и муку.
Замесить не крутое тесто.
Тесто разделить на 3 равные части.
В одну часть добавить шоколад.
Перемешать.
В другую часть добавить орехи.
Перемешать.
В третью добавить мак.
Перемешать.
Форму (у меня форма размером 11×23 см, и высотой 5 см) смазать маслом.
Выложить тесто с орехами.
На него выложить тесто с шоколадом.
Не перемешивать.
Сверху выложить тесто с маком.
Не перемешивать.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 40–45 минут.
По желанию, можно кекс украсить глазурью по рецепту:
Сахарная глазурь
Посыпать орехами или шоколадом.
Приятного аппетита!",https://ist.say7.info/img0005/35/535_013052w_3181_6hi.jpg,https://www.say7.info/cook/recipe/535.html,"['шоколад', 'сливочный', 'мак', 'по', 'разрыхлитель', 'орех', 'яйцо', 'мука', 'масло', 'любой', 'вкус', 'сахар']","['яйцо', 'сахар', 'орех', 'вкус', 'разрыхлитель', 'любой', 'масло', 'мука', 'по', 'шоколад', 'мак', 'сливочный']"
401,Пирог с абрикосами,"500 г свежих или консервированных абрикосов (или персиков)
-150 г сахара
-2 ч.л. ванильного сахара
-150 г сливочного масла
-5 яиц
-2 ч.л. разрыхлителя
-200–250 г муки","Масло растереть с сахаром и ванильным сахаром.
Отделить белки от желтков.
Желтки добавить к маслу с сахаром.
Перемешать.
Добавить разрыхлитель и муку.
Замесить не густое тесто.
Белки взбить.
Добавить белки в тесто.
Аккуратно перемешать.
Форму (я использовала форму диаметром 24 см) смазать маслом.
Выложить половину теста.
На тесто выложить абрикосы.
Выложить оставшееся тесто.
Разровнять.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 45–50 минут.
Приятного аппетита!",https://ist.say7.info/img0005/36/536_012941u_9241_6hi.jpg,https://www.say7.info/cook/recipe/536.html,"['ванильный', 'сливочный', 'консервированный', 'персиковый', 'яйцо', 'мука', 'абрикос', 'масло', 'или', 'разрыхлитель', 'свежий', 'сахар']","['яйцо', 'сахар', 'или', 'разрыхлитель', 'масло', 'свежий', 'мука', 'консервированный', 'персиковый', 'абрикос', 'сливочный', 'ванильный']"
402,"Свинина, жаренная с луком, грибами и сыром","500 г филе свинины (или говядины
-курицы)
-400 г свежих или замороженных грибов (я использовала шампиньоны)
-200 сыра (твердого)
-200 г лука
-соль
-перец
-растительное масло","Лук нарезать полукольцами.
Грибы тонко нарезать.
Мясо нарезать кусочками толщиной около 1 см.
Отбить.
Сыр натереть на средней терке.
В форму для запекания выложить мясо.
Посолить, поперчить.
На мясо выложить лук.
На лук выложить грибы.
Посолить, поперчить.
Посыпать сыром.
Поставить в духовку.
Запекать при температуре 180 градусов до золотистой корочки (около 50 минут).
Приятного аппетита!",https://ist.say7.info/img0005/37/537_0158kb0_0321_6hi.jpg,https://www.say7.info/cook/recipe/537.html,"['твёрдый', 'растительный', 'гриб', 'лука', 'курица', 'свинин', 'филе', 'шампиньон', 'сыр', 'масло', 'или', 'использовать', 'говядина', 'заморозить', 'свежий']","['растительный', 'или', 'шампиньон', 'говядина', 'использовать', 'сыр', 'филе', 'лука', 'масло', 'свежий', 'свинин', 'гриб', 'твёрдый', 'заморозить', 'курица']"
